# emapper version: emapper-1.0.3-35-g63c274b emapper DB: 2.0
# command: ./emapper.py  --cpu 6 -i /data/shared/emapper_jobs/user_data/MM_w5d985y6/query_seqs.fa --output query_seqs.fa --output_dir /data/shared/emapper_jobs/user_data/MM_w5d985y6 -m diamond -d none --tax_scope 9397 --go_evidence non-electronic --target_orthologs one2one --seed_ortholog_evalue 0.001 --seed_ortholog_score 60 --query-cover 20 --subject-cover 0 --override --temp_dir /data/shared/emapper_jobs/user_data/MM_w5d985y6
# time: Mon May 18 11:17:39 2020
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
TRINITY_GG_1_c644_g1_i8	9707.XP_004410425.1	0.0	1471.4	Carnivora													Chiroptera	38DZ2@33154,3BA8H@33208,3CSYF@33213,3ESR4@33554,3JBCB@40674,4869A@7711,48VV0@7742,COG0513@1,KOG0337@2759	NA|NA|NA	A	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54
TRINITY_GG_1_c644_g1_i9	9707.XP_004410425.1	0.0	1375.9	Carnivora													Chiroptera	38DZ2@33154,3BA8H@33208,3CSYF@33213,3ESR4@33554,3JBCB@40674,4869A@7711,48VV0@7742,COG0513@1,KOG0337@2759	NA|NA|NA	A	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54
TRINITY_GG_1_c656_g1_i6	225400.XP_006768989.1	3.7e-41	176.0	Chiroptera	MAPKAPK5		2.7.11.1	ko:K04442	ko04010,map04010				ko00000,ko00001,ko01000,ko01001				Chiroptera	38E9T@33154,3BEUN@33208,3D0W8@33213,3J7TS@40674,4843N@7711,4922K@7742,4KZRW@9397,KOG0604@1,KOG0604@2759	NA|NA|NA	T	kinase-activated protein kinase 5
TRINITY_GG_1_c656_g1_i7	225400.XP_006768989.1	3e-129	470.7	Chiroptera	MAPKAPK5		2.7.11.1	ko:K04442	ko04010,map04010				ko00000,ko00001,ko01000,ko01001				Chiroptera	38E9T@33154,3BEUN@33208,3D0W8@33213,3J7TS@40674,4843N@7711,4922K@7742,4KZRW@9397,KOG0604@1,KOG0604@2759	NA|NA|NA	T	kinase-activated protein kinase 5
TRINITY_GG_1_c656_g1_i8	109478.XP_005876287.1	4.7e-210	737.3	Chiroptera	MAPKAPK5		2.7.11.1	ko:K04442	ko04010,map04010				ko00000,ko00001,ko01000,ko01001				Chiroptera	38E9T@33154,3BEUN@33208,3D0W8@33213,3J7TS@40674,4843N@7711,4922K@7742,4KZRW@9397,KOG0604@1,KOG0604@2759	NA|NA|NA	T	kinase-activated protein kinase 5
TRINITY_GG_1_c657_g2_i2	29078.XP_008140958.1	0.0	3781.1	Chiroptera	HECTD4		2.3.2.26	ko:K17849					ko00000,ko01000,ko04121				Chiroptera	38FWS@33154,3BGV7@33208,3CWMX@33213,3JCQP@40674,482CS@7711,490X1@7742,4M4BV@9397,COG5184@1,KOG1426@2759	NA|NA|NA	O	E3 ubiquitin-protein ligase HECTD4
TRINITY_GG_1_c657_g2_i3	29078.XP_008140958.1	0.0	3781.1	Chiroptera	HECTD4		2.3.2.26	ko:K17849					ko00000,ko01000,ko04121				Chiroptera	38FWS@33154,3BGV7@33208,3CWMX@33213,3JCQP@40674,482CS@7711,490X1@7742,4M4BV@9397,COG5184@1,KOG1426@2759	NA|NA|NA	O	E3 ubiquitin-protein ligase HECTD4
TRINITY_GG_1_c657_g2_i5	9361.ENSDNOP00000005000	1.1e-242	847.4	Mammalia													Chiroptera	38FWS@33154,3BGV7@33208,3CWMX@33213,3JCQP@40674,482CS@7711,490X1@7742,COG5184@1,KOG1426@2759	NA|NA|NA	O	E3 ubiquitin protein ligase 4
TRINITY_GG_1_c657_g2_i6	29078.XP_008140958.1	0.0	3781.1	Chiroptera	HECTD4		2.3.2.26	ko:K17849					ko00000,ko01000,ko04121				Chiroptera	38FWS@33154,3BGV7@33208,3CWMX@33213,3JCQP@40674,482CS@7711,490X1@7742,4M4BV@9397,COG5184@1,KOG1426@2759	NA|NA|NA	O	E3 ubiquitin-protein ligase HECTD4
TRINITY_GG_1_c657_g2_i7	29078.XP_008140958.1	0.0	3781.1	Chiroptera	HECTD4		2.3.2.26	ko:K17849					ko00000,ko01000,ko04121				Chiroptera	38FWS@33154,3BGV7@33208,3CWMX@33213,3JCQP@40674,482CS@7711,490X1@7742,4M4BV@9397,COG5184@1,KOG1426@2759	NA|NA|NA	O	E3 ubiquitin-protein ligase HECTD4
TRINITY_GG_1_c659_g1_i2	9601.ENSPPYP00000005675	0.0	1756.1	Hominidae													Chiroptera	35KED@314146,38FWS@33154,3BGV7@33208,3CWMX@33213,3JCQP@40674,482CS@7711,490X1@7742,4MDBX@9443,4MZMK@9604,COG5184@1,KOG1426@2759	NA|NA|NA	O	Domain Homologous to E6-AP Carboxyl Terminus with
TRINITY_GG_1_c659_g2_i2	29078.XP_008140958.1	4e-310	1070.8	Chiroptera	HECTD4		2.3.2.26	ko:K17849					ko00000,ko01000,ko04121				Chiroptera	38FWS@33154,3BGV7@33208,3CWMX@33213,3JCQP@40674,482CS@7711,490X1@7742,4M4BV@9397,COG5184@1,KOG1426@2759	NA|NA|NA	O	E3 ubiquitin-protein ligase HECTD4
TRINITY_GG_1_c659_g1_i6	9601.ENSPPYP00000005675	0.0	1290.8	Hominidae													Chiroptera	35KED@314146,38FWS@33154,3BGV7@33208,3CWMX@33213,3JCQP@40674,482CS@7711,490X1@7742,4MDBX@9443,4MZMK@9604,COG5184@1,KOG1426@2759	NA|NA|NA	O	Domain Homologous to E6-AP Carboxyl Terminus with
TRINITY_GG_1_c659_g2_i7	29078.XP_008140958.1	0.0	1435.2	Chiroptera	HECTD4		2.3.2.26	ko:K17849					ko00000,ko01000,ko04121				Chiroptera	38FWS@33154,3BGV7@33208,3CWMX@33213,3JCQP@40674,482CS@7711,490X1@7742,4M4BV@9397,COG5184@1,KOG1426@2759	NA|NA|NA	O	E3 ubiquitin-protein ligase HECTD4
TRINITY_GG_1_c659_g1_i15	9601.ENSPPYP00000005675	0.0	1855.5	Hominidae													Chiroptera	35KED@314146,38FWS@33154,3BGV7@33208,3CWMX@33213,3JCQP@40674,482CS@7711,490X1@7742,4MDBX@9443,4MZMK@9604,COG5184@1,KOG1426@2759	NA|NA|NA	O	Domain Homologous to E6-AP Carboxyl Terminus with
TRINITY_GG_1_c659_g1_i24	885580.XP_010602798.1	3.8e-74	284.3	Rodentia													Chiroptera	35KED@314146,38FWS@33154,3BGV7@33208,3CWMX@33213,3JCQP@40674,482CS@7711,490X1@7742,4PYPP@9989,COG5184@1,KOG1426@2759	NA|NA|NA	O	E3 ubiquitin-protein ligase HECTD4
TRINITY_GG_1_c659_g1_i25	9601.ENSPPYP00000005675	0.0	1756.1	Hominidae													Chiroptera	35KED@314146,38FWS@33154,3BGV7@33208,3CWMX@33213,3JCQP@40674,482CS@7711,490X1@7742,4MDBX@9443,4MZMK@9604,COG5184@1,KOG1426@2759	NA|NA|NA	O	Domain Homologous to E6-AP Carboxyl Terminus with
TRINITY_GG_1_c659_g2_i16	10160.XP_004635986.1	0.0	1229.2	Rodentia													Chiroptera	35KED@314146,38FWS@33154,3BGV7@33208,3CWMX@33213,3JCQP@40674,482CS@7711,490X1@7742,4PYPP@9989,COG5184@1,KOG1426@2759	NA|NA|NA	O	E3 ubiquitin-protein ligase HECTD4
TRINITY_GG_1_c659_g5_i1	9371.XP_004709714.1	4e-18	98.6	Afrotheria													Chiroptera	352KQ@311790,38FWS@33154,3BGV7@33208,3CWMX@33213,3JCQP@40674,482CS@7711,490X1@7742,COG5184@1,KOG1426@2759	NA|NA|NA	O	E3 ubiquitin-protein ligase HECTD4
TRINITY_GG_1_c891_g1_i1	9646.ENSAMEP00000009356	1.5e-61	241.9	Carnivora													Chiroptera	2CMG8@1,2QQ9M@2759,38EM9@33154,3BC5U@33208,3CSDN@33213,3EU1Z@33554,3J9VV@40674,483FQ@7711,4949W@7742	NA|NA|NA	O	E3 ubiquitin-protein ligase DTX1
TRINITY_GG_1_c997_g1_i1	9612.ENSCAFP00000036501	6.6e-13	80.1	Carnivora													Chiroptera	38DJI@33154,3BP1X@33208,3DETD@33213,3EXQF@33554,3JQBZ@40674,48JG6@7711,49GIB@7742,KOG1075@1,KOG1075@2759	NA|NA|NA	S	Reverse transcriptase (RNA-dependent DNA polymerase)
TRINITY_GG_1_c1079_g1_i1	9402.XP_006908635.1	8.4e-20	102.8	Chiroptera	RASAL1			ko:K17632	ko04014,map04014				ko00000,ko00001				Chiroptera	38CMR@33154,3BBKY@33208,3E460@33213,3JFP4@40674,483IU@7711,48XIU@7742,4KZS4@9397,KOG2059@1,KOG2059@2759	NA|NA|NA	T	RasGAP-activating-like protein 1
TRINITY_GG_1_c1173_g1_i1	9940.ENSOARP00000001217	2.2e-25	121.3	Cetartiodactyla													Chiroptera	39RKB@33154,3BK61@33208,3E43G@33213,3JJ5B@40674,48JXY@7711,49GK2@7742,4JCTV@91561,KOG1075@1,KOG1075@2759	NA|NA|NA	S	Endonuclease-reverse transcriptase
TRINITY_GG_1_c1391_g1_i1	109478.XP_005857082.1	3e-20	104.0	Chiroptera	IQCD												Chiroptera	28IFF@1,2QQS9@2759,38ECI@33154,3BBW3@33208,3D3C8@33213,3JD92@40674,482BQ@7711,4945S@7742,4KUUC@9397	NA|NA|NA	Z	IQ domain-containing protein D
TRINITY_GG_1_c1488_g1_i1	132908.ENSPVAP00000016365	2.9e-13	80.9	Chiroptera	RASAL1			ko:K17632	ko04014,map04014				ko00000,ko00001				Chiroptera	38CMR@33154,3BBKY@33208,3E460@33213,3JFP4@40674,483IU@7711,48XIU@7742,4KZS4@9397,KOG2059@1,KOG2059@2759	NA|NA|NA	T	RasGAP-activating-like protein 1
# 40 queries scanned
# Total time (seconds): 1.89378118515
# Rate: 21.12 q/s
